"자치구별(1)","연령별(1)",연령별(2),2042,2042,2042
"자치구별(1)","연령별(1)",연령별(2),계,남자,여자
"용산구","35~39세",39세,2686,1309,1377
"용산구","40~44세",소계,14414,7015,7399
"용산구","40~44세",40세,2711,1299,1412
"용산구","40~44세",41세,3004,1455,1549
"용산구","40~44세",42세,2974,1456,1518
"용산구","40~44세",43세,2836,1381,1455
"용산구","40~44세",44세,2889,1424,1465
"용산구","45~49세",소계,14138,6984,7154
"용산구","45~49세",45세,2854,1374,1480
"용산구","45~49세",46세,2822,1416,1406
"용산구","45~49세",47세,2853,1400,1453
"용산구","45~49세",48세,2778,1398,1380
"용산구","45~49세",49세,2831,1396,1435
"용산구","50~54세",소계,12882,6360,6522
"용산구","50~54세",50세,2853,1415,1438
"용산구","50~54세",51세,2569,1252,1317
"용산구","50~54세",52세,2595,1291,1304
"용산구","50~54세",53세,2424,1195,1229
"용산구","50~54세",54세,2441,1207,1234
"용산구","55~59세",소계,12513,6145,6368
"용산구","55~59세",55세,2359,1134,1225
"용산구","55~59세",56세,2472,1231,1241
"용산구","55~59세",57세,2384,1160,1224
"용산구","55~59세",58세,2552,1285,1267
"용산구","55~59세",59세,2746,1335,1411
"용산구","60~64세",소계,13354,6644,6710
"용산구","60~64세",60세,2843,1420,1423
"용산구","60~64세",61세,2785,1397,1388
"용산구","60~64세",62세,2869,1416,1453
"용산구","60~64세",63세,2397,1171,1226
"용산구","60~64세",64세,2460,1240,1220
"용산구","65~69세",소계,12062,5951,6111
"용산구","65~69세",65세,2324,1138,1186
"용산구","65~69세",66세,2295,1150,1145
"용산구","65~69세",67세,2405,1165,1240
"용산구","65~69세",68세,2550,1285,1265
"용산구","65~69세",69세,2488,1213,1275
"용산구","70~74세",소계,12427,6002,6425
"용산구","70~74세",70세,2592,1280,1312
"용산구","70~74세",71세,2655,1282,1373
"용산구","70~74세",72세,2434,1173,1261
"용산구","70~74세",73세,2503,1205,1298
"용산구","70~74세",74세,2243,1062,1181
"용산구","75~79세",소계,10034,4660,5374
"용산구","75~79세",75세,2044,966,1078
"용산구","75~79세",76세,2042,971,1071
"용산구","75~79세",77세,2033,933,1100
"용산구","75~79세",78세,1863,866,997
"용산구","75~79세",79세,2052,924,1128
"용산구","80~84세",소계,8890,3822,5068
"용산구","80~84세",80세,1856,843,1013
"용산구","80~84세",81세,1969,861,1108
"용산구","80~84세",82세,1904,799,1105
"용산구","80~84세",83세,1601,672,929
"용산구","80~84세",84세,1560,647,913
"용산구","85~89세",소계,5497,2161,3336
"용산구","85~89세",85세,1377,574,803
"용산구","85~89세",86세,1222,466,756
"용산구","85~89세",87세,1221,486,735
"용산구","85~89세",88세,880,330,550
"용산구","85~89세",89세,797,305,492
"용산구","90~94세",소계,2367,833,1534
"용산구","90~94세",90세,663,235,428
"용산구","90~94세",91세,489,178,311
"용산구","90~94세",92세,484,167,317
"용산구","90~94세",93세,376,135,241
"용산구","90~94세",94세,355,118,237
"용산구","95세 이상",소계,930,260,670
"성동구","합계",소계,240204,113367,126837
"성동구","0~4세",소계,8218,4227,3991
"성동구","0~4세",0세,1754,901,853
"성동구","0~4세",1세,1693,870,823
"성동구","0~4세",2세,1632,840,792
"성동구","0~4세",3세,1586,817,769
"성동구","0~4세",4세,1553,799,754
"성동구","5~9세",소계,6416,3290,3126
"성동구","5~9세",5세,1486,765,721
"성동구","5~9세",6세,1371,705,666
"성동구","5~9세",7세,1265,649,616
"성동구","5~9세",8세,1185,606,579
"성동구","5~9세",9세,1109,565,544
"성동구","10~14세",소계,4437,2234,2203
"성동구","10~14세",10세,1033,524,509
"성동구","10~14세",11세,956,483,473
"성동구","10~14세",12세,880,443,437
"성동구","10~14세",13세,809,406,403
"성동구","10~14세",14세,759,378,381
"성동구","15~19세",소계,4148,1986,2162
"성동구","15~19세",15세,721,359,362
"성동구","15~19세",16세,677,330,347
"성동구","15~19세",17세,691,348,343
"성동구","15~19세",18세,904,419,485
"성동구","15~19세",19세,1155,530,625
"성동구","20~24세",소계,10226,4709,5517
"성동구","20~24세",20세,1491,685,806
"성동구","20~24세",21세,1720,768,952
"성동구","20~24세",22세,2010,953,1057
"성동구","20~24세",23세,2383,1090,1293
"성동구","20~24세",24세,2622,1213,1409
"성동구","25~29세",소계,17067,8029,9038
"성동구","25~29세",25세,3152,1484,1668
"성동구","25~29세",26세,3362,1576,1786
"성동구","25~29세",27세,3490,1655,1835
"성동구","25~29세",28세,3484,1626,1858
"성동구","25~29세",29세,3579,1688,1891
"성동구","30~34세",소계,18105,8403,9702
"성동구","30~34세",30세,3689,1697,1992
"성동구","30~34세",31세,3655,1693,1962
"성동구","30~34세",32세,3465,1609,1856
"성동구","30~34세",33세,3524,1639,1885
"성동구","30~34세",34세,3772,1765,2007
"성동구","35~39세",소계,16938,8161,8777
"성동구","35~39세",35세,3463,1637,1826
"성동구","35~39세",36세,3337,1597,1740
"성동구","35~39세",37세,3327,1628,1699
"성동구","35~39세",38세,3425,1636,1789
"성동구","35~39세",39세,3386,1663,1723
"성동구","40~44세",소계,18052,8907,9145
"성동구","40~44세",40세,3409,1655,1754
"성동구","40~44세",41세,3767,1857,1910
"성동구","40~44세",42세,3736,1850,1886
"성동구","40~44세",43세,3519,1759,1760
"성동구","40~44세",44세,3621,1786,1835
"성동구","45~49세",소계,17390,8599,8791
"성동구","45~49세",45세,3500,1710,1790
"성동구","45~49세",46세,3571,1770,1801
"성동구","45~49세",47세,3415,1701,1714
"성동구","45~49세",48세,3475,1742,1733
"성동구","45~49세",49세,3429,1676,1753
"성동구","50~54세",소계,15786,7698,8088
"성동구","50~54세",50세,3488,1711,1777
"성동구","50~54세",51세,3131,1521,1610
"성동구","50~54세",52세,3149,1561,1588
"성동구","50~54세",53세,3044,1455,1589
"성동구","50~54세",54세,2974,1450,1524
"성동구","55~59세",소계,15584,7588,7996
"성동구","55~59세",55세,3002,1431,1571
"성동구","55~59세",56세,3024,1491,1533
"성동구","55~59세",57세,3003,1466,1537
"성동구","55~59세",58세,3200,1562,1638
"성동구","55~59세",59세,3355,1638,1717
"성동구","60~64세",소계,16629,8132,8497
"성동구","60~64세",60세,3578,1769,1809
"성동구","60~64세",61세,3481,1728,1753
"성동구","60~64세",62세,3451,1665,1786
"성동구","60~64세",63세,3150,1557,1593
"성동구","60~64세",64세,2969,1413,1556
"성동구","65~69세",소계,15562,7513,8049
"성동구","65~69세",65세,2979,1467,1512
"성동구","65~69세",66세,2965,1445,1520
"성동구","65~69세",67세,3024,1444,1580
"성동구","65~69세",68세,3268,1558,1710
"성동구","65~69세",69세,3326,1599,1727
"성동구","70~74세",소계,16593,7792,8801
"성동구","70~74세",70세,3299,1572,1727
"성동구","70~74세",71세,3450,1629,1821
"성동구","70~74세",72세,3372,1615,1757
"성동구","70~74세",73세,3392,1567,1825
"성동구","70~74세",74세,3080,1409,1671
"성동구","75~79세",소계,14164,6399,7765
"성동구","75~79세",75세,2788,1308,1480
"성동구","75~79세",76세,2886,1316,1570
"성동구","75~79세",77세,2915,1297,1618
"성동구","75~79세",78세,2628,1185,1443
"성동구","75~79세",79세,2947,1293,1654
"성동구","80~84세",소계,12966,5476,7490
"성동구","80~84세",80세,2637,1148,1489
"성동구","80~84세",81세,2925,1276,1649
"성동구","80~84세",82세,2747,1117,1630
"성동구","80~84세",83세,2436,1013,1423
"성동구","80~84세",84세,2221,922,1299
"성동구","85~89세",소계,7700,2913,4787
"성동구","85~89세",85세,1980,784,1196
"성동구","85~89세",86세,1758,659,1099
"성동구","85~89세",87세,1664,636,1028
"성동구","85~89세",88세,1237,450,787
"성동구","85~89세",89세,1061,384,677
"성동구","90~94세",소계,3069,1013,2056
"성동구","90~94세",90세,893,314,579
"성동구","90~94세",91세,652,213,439
"성동구","90~94세",92세,632,215,417
"성동구","90~94세",93세,493,150,343
"성동구","90~94세",94세,399,121,278
"성동구","95세 이상",소계,1154,298,856
"광진구","합계",소계,302152,141421,160731
"광진구","0~4세",소계,6945,3538,3407
"광진구","0~4세",0세,1551,794,757
"광진구","0~4세",1세,1431,731,700
"광진구","0~4세",2세,1357,692,665
"광진구","0~4세",3세,1312,666,646
"광진구","0~4세",4세,1294,655,639
"광진구","5~9세",소계,6031,3044,2987
"광진구","5~9세",5세,1268,642,626
"광진구","5~9세",6세,1232,623,609
"광진구","5~9세",7세,1205,608,597
"광진구","5~9세",8세,1177,593,584
"광진구","5~9세",9세,1149,578,571
"광진구","10~14세",소계,5269,2659,2610
"광진구","10~14세",10세,1115,560,555
"광진구","10~14세",11세,1083,544,539
"광진구","10~14세",12세,1059,535,524
"광진구","10~14세",13세,1031,523,508
"광진구","10~14세",14세,981,497,484
"광진구","15~19세",소계,5294,2524,2770
"광진구","15~19세",15세,934,471,463
"광진구","15~19세",16세,884,442,442
"광진구","15~19세",17세,910,450,460
"광진구","15~19세",18세,1104,519,585
"광진구","15~19세",19세,1462,642,820
"광진구","20~24세",소계,14243,6122,8121
"광진구","20~24세",20세,1848,810,1038
"광진구","20~24세",21세,2280,949,1331
"광진구","20~24세",22세,2782,1226,1556
"광진구","20~24세",23세,3387,1431,1956
"광진구","20~24세",24세,3946,1706,2240
"광진구","25~29세",소계,26101,11726,14375
"광진구","25~29세",25세,4613,2027,2586
"광진구","25~29세",26세,5200,2312,2888
"광진구","25~29세",27세,5382,2409,2973
"광진구","25~29세",28세,5362,2441,2921
"광진구","25~29세",29세,5544,2537,3007
"광진구","30~34세",소계,24642,11643,12999
"광진구","30~34세",30세,5484,2544,2940
"광진구","30~34세",31세,5262,2445,2817
"광진구","30~34세",32세,4715,2259,2456
"광진구","30~34세",33세,4599,2187,2412
"광진구","30~34세",34세,4582,2208,2374
"광진구","35~39세",소계,19134,9218,9916
"광진구","35~39세",35세,4214,2022,2192
"광진구","35~39세",36세,3701,1805,1896
"광진구","35~39세",37세,3762,1819,1943
"광진구","35~39세",38세,3747,1803,1944
"광진구","35~39세",39세,3710,1769,1941
"광진구","40~44세",소계,20558,9843,10715
"광진구","40~44세",40세,3744,1791,1953
"광진구","40~44세",41세,4195,2003,2192
"광진구","40~44세",42세,4238,2028,2210
"광진구","40~44세",43세,4108,1955,2153
"광진구","40~44세",44세,4273,2066,2207
"광진구","45~49세",소계,21493,10505,10988
"광진구","45~49세",45세,4290,2037,2253
"광진구","45~49세",46세,4311,2096,2215
"광진구","45~49세",47세,4352,2151,2201
"광진구","45~49세",48세,4218,2079,2139
"광진구","45~49세",49세,4322,2142,2180
"광진구","50~54세",소계,19437,9467,9970
"광진구","50~54세",50세,4334,2097,2237
"광진구","50~54세",51세,3850,1905,1945
"광진구","50~54세",52세,3846,1869,1977
"광진구","50~54세",53세,3780,1849,1931
"광진구","50~54세",54세,3627,1747,1880
"광진구","55~59세",소계,19212,9316,9896
"광진구","55~59세",55세,3644,1772,1872
"광진구","55~59세",56세,3779,1808,1971
"광진구","55~59세",57세,3690,1824,1866
"광진구","55~59세",58세,3933,1902,2031
"광진구","55~59세",59세,4166,2010,2156
"광진구","60~64세",소계,20984,10247,10737
"광진구","60~64세",60세,4497,2219,2278
"광진구","60~64세",61세,4378,2104,2274
"광진구","60~64세",62세,4354,2157,2197
"광진구","60~64세",63세,3942,1892,2050
"광진구","60~64세",64세,3813,1875,1938
"광진구","65~69세",소계,19901,9567,10334
"광진구","65~69세",65세,3769,1817,1952
"광진구","65~69세",66세,3756,1831,1925
"광진구","65~69세",67세,3919,1878,2041
